:UserID,:TweetID,:TYPE
24742040,424,POSTED
15913,425,POSTED
48485771,426,POSTED
19493072,427,POSTED
88323281,428,POSTED
204317520,429,POSTED
15853668,430,POSTED
34068984,431,POSTED
24585498,432,POSTED
31353077,433,POSTED
43003845,434,POSTED
8088112,435,POSTED
115485051,436,POSTED
14230524,437,POSTED
24742040,438,POSTED
31331740,439,POSTED
5442012,440,POSTED
10350,441,POSTED
22462180,442,POSTED
195475105,443,POSTED
117674417,444,POSTED
14654965,445,POSTED
46423291,446,POSTED
82030021,447,POSTED
16303106,448,POSTED
14230524,449,POSTED
63485337,450,POSTED
26929220,451,POSTED
11928542,452,POSTED
27633075,453,POSTED
133055665,454,POSTED
204140367,455,POSTED
8088112,456,POSTED
3359851,457,POSTED
14922225,458,POSTED
783214,459,POSTED
238260874,460,POSTED
19040580,461,POSTED
24585498,462,POSTED
3359851,463,POSTED
8088112,464,POSTED
21681252,465,POSTED
133055665,466,POSTED
47161442,467,POSTED
153226312,468,POSTED
59804598,469,POSTED
5442012,470,POSTED
48485771,471,POSTED
27633075,472,POSTED
151338729,473,POSTED
2367911,474,POSTED
79797834,475,POSTED
65913144,476,POSTED
34068984,477,POSTED
428333,478,POSTED
263838766,479,POSTED
30313925,480,POSTED
14654965,481,POSTED
69592091,482,POSTED
133055665,483,POSTED
7860742,484,POSTED
1183041,485,POSTED
259842341,486,POSTED
21681252,487,POSTED
15234657,488,POSTED
195475105,489,POSTED
10671602,490,POSTED
10671602,491,POSTED
15439395,492,POSTED
16464746,493,POSTED
8088112,494,POSTED
149538028,495,POSTED
314316607,496,POSTED
24585498,497,POSTED
26281970,498,POSTED
116036694,499,POSTED
27855118,500,POSTED
16475194,501,POSTED
276706356,502,POSTED
28465635,503,POSTED
43003845,504,POSTED
24742040,505,POSTED
21681252,506,POSTED
65913144,507,POSTED
11928542,508,POSTED
16098603,509,POSTED
26281970,510,POSTED
24585498,511,POSTED
7861312,512,POSTED
8088112,513,POSTED
18776017,514,POSTED
254839786,515,POSTED
280935165,516,POSTED
26929220,517,POSTED
115485051,518,POSTED
813286,519,POSTED
26281970,520,POSTED
280935165,521,POSTED
18927441,522,POSTED
16098603,523,POSTED
10671602,524,POSTED
93905958,525,POSTED
229039814,526,POSTED
82030021,527,POSTED
254839786,528,POSTED
173732041,529,POSTED
11928542,530,POSTED
22462180,531,POSTED
280935165,532,POSTED
79797834,533,POSTED
59804598,534,POSTED
46423291,535,POSTED
121533789,536,POSTED
3359851,537,POSTED
972651,538,POSTED
19493072,539,POSTED
24742040,540,POSTED
48485771,541,POSTED
115485051,542,POSTED
15439395,543,POSTED
7861312,544,POSTED
40981798,545,POSTED
69592091,546,POSTED
14922225,547,POSTED
47787563,548,POSTED
187773078,549,POSTED
173732041,550,POSTED
16098603,551,POSTED
117674417,552,POSTED
34428380,553,POSTED
229039814,554,POSTED
22462180,555,POSTED
18742444,556,POSTED
284422688,557,POSTED
195475105,558,POSTED
18927441,559,POSTED
90420314,560,POSTED
79797834,561,POSTED
116036694,562,POSTED
19493072,563,POSTED
18776017,564,POSTED
21681252,565,POSTED
11348282,566,POSTED
284422688,567,POSTED
117674417,568,POSTED
117674417,569,POSTED
62581962,570,POSTED
47161442,571,POSTED
204140367,572,POSTED
82030021,573,POSTED
116036694,574,POSTED
11348282,575,POSTED
2367911,576,POSTED
10350,577,POSTED
270449528,578,POSTED
90420314,579,POSTED
7861312,580,POSTED
15439395,581,POSTED
10671602,582,POSTED
173732041,583,POSTED
17868918,584,POSTED
28465635,585,POSTED
28465635,586,POSTED
24742040,587,POSTED
79797834,588,POSTED
229039814,589,POSTED
11348282,590,POSTED
14075928,591,POSTED
428333,592,POSTED
18776017,593,POSTED
7861312,594,POSTED
22462180,595,POSTED
22784458,596,POSTED
195475105,597,POSTED
19725644,598,POSTED
8088112,599,POSTED
31353077,600,POSTED
100318079,601,POSTED
7872262,602,POSTED
195475105,603,POSTED
31331740,604,POSTED
428333,605,POSTED
26281970,606,POSTED
428333,607,POSTED
428333,608,POSTED
22462180,609,POSTED
46423291,610,POSTED
69592091,611,POSTED
19802879,612,POSTED
19725644,613,POSTED
7861312,614,POSTED
116952434,615,POSTED
8088112,616,POSTED
14654965,617,POSTED
11928542,618,POSTED
18776017,619,POSTED
90420314,620,POSTED
14654965,621,POSTED
18927441,622,POSTED
204317520,623,POSTED
90420314,624,POSTED
133055665,625,POSTED
16464746,626,POSTED
18776017,627,POSTED
309366491,628,POSTED
15439395,629,POSTED
1183041,630,POSTED
28465635,631,POSTED
59804598,632,POSTED
116952434,633,POSTED
24585498,634,POSTED
18742444,635,POSTED
14922225,636,POSTED
19725644,637,POSTED
17093617,638,POSTED
47161442,639,POSTED
7872262,640,POSTED
8088112,641,POSTED
173732041,642,POSTED
314316607,643,POSTED
65913144,644,POSTED
428333,645,POSTED
18927441,646,POSTED
18776017,647,POSTED
7872262,648,POSTED
229039814,649,POSTED
59804598,650,POSTED
59804598,651,POSTED
284422688,652,POSTED
117674417,653,POSTED
15913,654,POSTED
195475105,655,POSTED
31353077,656,POSTED
17224642,657,POSTED
7872262,658,POSTED
18996905,659,POSTED
204140367,660,POSTED
46423291,661,POSTED
116036694,662,POSTED
31331740,663,POSTED
309366491,664,POSTED
116952434,665,POSTED
314316607,666,POSTED
116036694,667,POSTED
173732041,668,POSTED
14922225,669,POSTED
18742444,670,POSTED
116952434,671,POSTED
10350,672,POSTED
19493072,673,POSTED
93905958,674,POSTED
19725644,675,POSTED
7860742,676,POSTED
27633075,677,POSTED
204140367,678,POSTED
47787563,679,POSTED
783214,680,POSTED
7860742,681,POSTED
69592091,682,POSTED
16098603,683,POSTED
1183041,684,POSTED
24742040,685,POSTED
24742040,686,POSTED
22679419,687,POSTED
63485337,688,POSTED
43003845,689,POSTED
22679419,690,POSTED
173732041,691,POSTED
309366491,692,POSTED
19040580,693,POSTED
65913144,694,POSTED
11928542,695,POSTED
30313925,696,POSTED
34068984,697,POSTED
47787563,698,POSTED
314316607,699,POSTED
229039814,700,POSTED
15853668,701,POSTED
15913,702,POSTED
428333,703,POSTED
187773078,704,POSTED
7872262,705,POSTED
15439395,706,POSTED
90420314,707,POSTED
63485337,708,POSTED
26929220,709,POSTED
121533789,710,POSTED
93905958,711,POSTED
59804598,712,POSTED
151338729,713,POSTED
121533789,714,POSTED
195475105,715,POSTED
133055665,716,POSTED
7872262,717,POSTED
15913,718,POSTED
813286,719,POSTED
204140367,720,POSTED
204317520,721,POSTED
22679419,722,POSTED
18927441,723,POSTED
88323281,724,POSTED
79797834,725,POSTED
21681252,726,POSTED
43003845,727,POSTED
63485337,728,POSTED
100318079,729,POSTED
34068984,730,POSTED
18996905,731,POSTED
204317520,732,POSTED
16303106,733,POSTED
31353077,734,POSTED
19493072,735,POSTED
2367911,736,POSTED
280935165,737,POSTED
40981798,738,POSTED
2367911,739,POSTED
31353077,740,POSTED
18776017,741,POSTED
254839786,742,POSTED
18776017,743,POSTED
14230524,744,POSTED
131601987,745,POSTED
16303106,746,POSTED
48485771,747,POSTED
204140367,748,POSTED
79797834,749,POSTED
3359851,750,POSTED
63485337,751,POSTED
238260874,752,POSTED
31353077,753,POSTED
17868918,754,POSTED
16475194,755,POSTED
195475105,756,POSTED
19725644,757,POSTED
15853668,758,POSTED
17224642,759,POSTED
19493072,760,POSTED
259842341,761,POSTED
30313925,762,POSTED
972651,763,POSTED
59804598,764,POSTED
26281970,765,POSTED
43003845,766,POSTED
19802879,767,POSTED
18776017,768,POSTED
26929220,769,POSTED
15439395,770,POSTED
270449528,771,POSTED
16098603,772,POSTED
259842341,773,POSTED
17868918,774,POSTED
280935165,775,POSTED
7860742,776,POSTED
19358562,777,POSTED
21681252,778,POSTED
270449528,779,POSTED
19802879,780,POSTED
19040580,781,POSTED
19040580,782,POSTED
28465635,783,POSTED
21681252,784,POSTED
11928542,785,POSTED
131601987,786,POSTED
149538028,787,POSTED
151338729,788,POSTED
133055665,789,POSTED
18996905,790,POSTED
813286,791,POSTED
131601987,792,POSTED
34428380,793,POSTED
19802879,794,POSTED
28465635,795,POSTED
309366491,796,POSTED
280935165,797,POSTED
27633075,798,POSTED
5442012,799,POSTED
18742444,800,POSTED
7861312,801,POSTED
14075928,802,POSTED
7861312,803,POSTED
27633075,804,POSTED
117674417,805,POSTED
270449528,806,POSTED
117674417,807,POSTED
204140367,808,POSTED
11928542,809,POSTED
151338729,810,POSTED
48485771,811,POSTED
21681252,812,POSTED
314316607,813,POSTED
263838766,814,POSTED
204140367,815,POSTED
88323281,816,POSTED
204317520,817,POSTED
18996905,818,POSTED
813286,819,POSTED
263838766,820,POSTED
31353077,821,POSTED
62581962,822,POSTED
10671602,823,POSTED
22679419,824,POSTED
15234657,825,POSTED
270449528,826,POSTED
7872262,827,POSTED
813286,828,POSTED
10350,829,POSTED
31331740,830,POSTED
18742444,831,POSTED
22679419,832,POSTED
19802879,833,POSTED
65913144,834,POSTED
26281970,835,POSTED
117674417,836,POSTED
972651,837,POSTED
28465635,838,POSTED
14075928,839,POSTED
173732041,840,POSTED
187773078,841,POSTED
65913144,842,POSTED
14230524,843,POSTED
8088112,844,POSTED
173732041,845,POSTED
7861312,846,POSTED
783214,847,POSTED
27855118,848,POSTED
90420314,849,POSTED
8088112,850,POSTED
26929220,851,POSTED
3359851,852,POSTED
10350,853,POSTED
24585498,854,POSTED
31331740,855,POSTED
428333,856,POSTED
18776017,857,POSTED
131601987,858,POSTED
280935165,859,POSTED
19493072,860,POSTED
43003845,861,POSTED
26281970,862,POSTED
3359851,863,POSTED
15234657,864,POSTED
30313925,865,POSTED
19358562,866,POSTED
204140367,867,POSTED
11348282,868,POSTED
229039814,869,POSTED
254839786,870,POSTED
15439395,871,POSTED
17224642,872,POSTED
88323281,873,POSTED
149538028,874,POSTED
27855118,875,POSTED
116952434,876,POSTED
14922225,877,POSTED
117674417,878,POSTED
263838766,879,POSTED
69592091,880,POSTED
19358562,881,POSTED
7872262,882,POSTED
19725644,883,POSTED
48485771,884,POSTED
7872262,885,POSTED
19040580,886,POSTED
40981798,887,POSTED
18927441,888,POSTED
229039814,889,POSTED
22679419,890,POSTED
187773078,891,POSTED
270449528,892,POSTED
62581962,893,POSTED
7861312,894,POSTED
18776017,895,POSTED
151338729,896,POSTED
62581962,897,POSTED
187773078,898,POSTED
238260874,899,POSTED
40981798,900,POSTED
31353077,901,POSTED
31331740,902,POSTED
27855118,903,POSTED
173732041,904,POSTED
133055665,905,POSTED
116036694,906,POSTED
22679419,907,POSTED
28465635,908,POSTED
30313925,909,POSTED
34428380,910,POSTED
31353077,911,POSTED
26281970,912,POSTED
117674417,913,POSTED
10350,914,POSTED
15234657,915,POSTED
131601987,916,POSTED
314316607,917,POSTED
31331740,918,POSTED
17868918,919,POSTED
2367911,920,POSTED
82030021,921,POSTED
5442012,922,POSTED
22784458,923,POSTED
43003845,924,POSTED
10350,925,POSTED
151338729,926,POSTED
8088112,927,POSTED
27633075,928,POSTED
10671602,929,POSTED
17868918,930,POSTED
116952434,931,POSTED
17093617,932,POSTED
17093617,933,POSTED
30313925,934,POSTED
40981798,935,POSTED
254839786,936,POSTED
34428380,937,POSTED
284422688,938,POSTED
2367911,939,POSTED
16464746,940,POSTED
8088112,941,POSTED
309366491,942,POSTED
10350,943,POSTED
7872262,944,POSTED
15234657,945,POSTED
270449528,946,POSTED
31331740,947,POSTED
22679419,948,POSTED
14230524,949,POSTED
11348282,950,POSTED
10350,951,POSTED
149538028,952,POSTED
69592091,953,POSTED
16303106,954,POSTED
40981798,955,POSTED
11348282,956,POSTED
93905958,957,POSTED
3359851,958,POSTED
270449528,959,POSTED
40981798,960,POSTED
263838766,961,POSTED
270449528,962,POSTED
7872262,963,POSTED
83943787,964,POSTED
1183041,965,POSTED
5442012,966,POSTED
238260874,967,POSTED
116952434,968,POSTED
16303106,969,POSTED
3359851,970,POSTED
19040580,971,POSTED
229039814,972,POSTED
22462180,973,POSTED
153226312,974,POSTED
428333,975,POSTED
15234657,976,POSTED
34068984,977,POSTED
10350,978,POSTED
79797834,979,POSTED
65913144,980,POSTED
5442012,981,POSTED
59804598,982,POSTED
116036694,983,POSTED
229039814,984,POSTED
40981798,985,POSTED
254839786,986,POSTED
116036694,987,POSTED
26281970,988,POSTED
116952434,989,POSTED
26929220,990,POSTED
22784458,991,POSTED
46423291,992,POSTED
173732041,993,POSTED
11348282,994,POSTED
26929220,995,POSTED
813286,996,POSTED
238260874,997,POSTED
1183041,998,POSTED
2367911,999,POSTED
24585498,1000,POSTED
7861312,1001,POSTED
22679419,1002,POSTED
14654965,1003,POSTED
7860742,1004,POSTED
813286,1005,POSTED
7861312,1006,POSTED
8088112,1007,POSTED
10671602,1008,POSTED
40981798,1009,POSTED
813286,1010,POSTED
270449528,1011,POSTED
15234657,1012,POSTED
88323281,1013,POSTED
16475194,1014,POSTED
30313925,1015,POSTED
3359851,1016,POSTED
21681252,1017,POSTED
19802879,1018,POSTED
15853668,1019,POSTED
15234657,1020,POSTED
19802879,1021,POSTED
88323281,1022,POSTED
11928542,1023,POSTED
173732041,1024,POSTED
195475105,1025,POSTED
5442012,1026,POSTED
1183041,1027,POSTED
813286,1028,POSTED
121533789,1029,POSTED
173732041,1030,POSTED
22462180,1031,POSTED
783214,1032,POSTED
19493072,1033,POSTED
11928542,1034,POSTED
26281970,1035,POSTED
254839786,1036,POSTED
19040580,1037,POSTED
10350,1038,POSTED
115485051,1039,POSTED
19040580,1040,POSTED
783214,1041,POSTED
195475105,1042,POSTED
133055665,1043,POSTED
40981798,1044,POSTED
19493072,1045,POSTED
26929220,1046,POSTED
18927441,1047,POSTED
40981798,1048,POSTED
1183041,1049,POSTED
276706356,1050,POSTED
153226312,1051,POSTED
116952434,1052,POSTED
16098603,1053,POSTED
15234657,1054,POSTED
19725644,1055,POSTED
65913144,1056,POSTED
14654965,1057,POSTED
90420314,1058,POSTED
115485051,1059,POSTED
19493072,1060,POSTED
149538028,1061,POSTED
2367911,1062,POSTED
24742040,1063,POSTED
15913,1064,POSTED
133055665,1065,POSTED
121533789,1066,POSTED
813286,1067,POSTED
116952434,1068,POSTED
17093617,1069,POSTED
18742444,1070,POSTED
22679419,1071,POSTED
8088112,1072,POSTED
3359851,1073,POSTED
280935165,1074,POSTED
149538028,1075,POSTED
31331740,1076,POSTED
254839786,1077,POSTED
62581962,1078,POSTED
83943787,1079,POSTED
14654965,1080,POSTED
18996905,1081,POSTED
121533789,1082,POSTED
26929220,1083,POSTED
16303106,1084,POSTED
17868918,1085,POSTED
7860742,1086,POSTED
254839786,1087,POSTED
280935165,1088,POSTED
314316607,1089,POSTED
15234657,1090,POSTED
187773078,1091,POSTED
79797834,1092,POSTED
19358562,1093,POSTED
133055665,1094,POSTED
259842341,1095,POSTED
48485771,1096,POSTED
813286,1097,POSTED
972651,1098,POSTED
63485337,1099,POSTED
19493072,1100,POSTED
309366491,1101,POSTED
24742040,1102,POSTED
90420314,1103,POSTED
131601987,1104,POSTED
131601987,1105,POSTED
11348282,1106,POSTED
24742040,1107,POSTED
15913,1108,POSTED
229039814,1109,POSTED
31331740,1110,POSTED
24742040,1111,POSTED
16303106,1112,POSTED
276706356,1113,POSTED
30313925,1114,POSTED
5442012,1115,POSTED
3359851,1116,POSTED
17224642,1117,POSTED
259842341,1118,POSTED
28465635,1119,POSTED
24742040,1120,POSTED
11348282,1121,POSTED
69592091,1122,POSTED
22462180,1123,POSTED
10671602,1124,POSTED
314316607,1125,POSTED
16303106,1126,POSTED
2367911,1127,POSTED
63485337,1128,POSTED
30313925,1129,POSTED
783214,1130,POSTED
18742444,1131,POSTED
100318079,1132,POSTED
15234657,1133,POSTED
254839786,1134,POSTED
254839786,1135,POSTED
121533789,1136,POSTED
43003845,1137,POSTED
62581962,1138,POSTED
19040580,1139,POSTED
17224642,1140,POSTED
117674417,1141,POSTED
28465635,1142,POSTED
30313925,1143,POSTED
270449528,1144,POSTED
2367911,1145,POSTED
27855118,1146,POSTED
47161442,1147,POSTED
195475105,1148,POSTED
17224642,1149,POSTED
131601987,1150,POSTED
31353077,1151,POSTED
229039814,1152,POSTED
14230524,1153,POSTED
18742444,1154,POSTED
16475194,1155,POSTED
21681252,1156,POSTED
117674417,1157,POSTED
18742444,1158,POSTED
204317520,1159,POSTED
11348282,1160,POSTED
19802879,1161,POSTED
972651,1162,POSTED
18776017,1163,POSTED
22784458,1164,POSTED
31331740,1165,POSTED
10350,1166,POSTED
259842341,1167,POSTED
3359851,1168,POSTED
115485051,1169,POSTED
15913,1170,POSTED
116036694,1171,POSTED
48485771,1172,POSTED
14922225,1173,POSTED
18996905,1174,POSTED
19802879,1175,POSTED
18996905,1176,POSTED
69592091,1177,POSTED
14075928,1178,POSTED
11928542,1179,POSTED
204140367,1180,POSTED
82030021,1181,POSTED
11348282,1182,POSTED
83943787,1183,POSTED
131601987,1184,POSTED
7872262,1185,POSTED
263838766,1186,POSTED
187773078,1187,POSTED
65913144,1188,POSTED
65913144,1189,POSTED
309366491,1190,POSTED
229039814,1191,POSTED
280935165,1192,POSTED
270449528,1193,POSTED
30313925,1194,POSTED
47161442,1195,POSTED
26281970,1196,POSTED
309366491,1197,POSTED
149538028,1198,POSTED
19358562,1199,POSTED
151338729,1200,POSTED
18927441,1201,POSTED
783214,1202,POSTED
65913144,1203,POSTED
153226312,1204,POSTED
24585498,1205,POSTED
19040580,1206,POSTED
309366491,1207,POSTED
83943787,1208,POSTED
16464746,1209,POSTED
69592091,1210,POSTED
100318079,1211,POSTED
204140367,1212,POSTED
133055665,1213,POSTED
19725644,1214,POSTED
83943787,1215,POSTED
195475105,1216,POSTED
11928542,1217,POSTED
280935165,1218,POSTED
83943787,1219,POSTED
783214,1220,POSTED
69592091,1221,POSTED
48485771,1222,POSTED
83943787,1223,POSTED
27855118,1224,POSTED
149538028,1225,POSTED
11928542,1226,POSTED
88323281,1227,POSTED
309366491,1228,POSTED
14075928,1229,POSTED
116036694,1230,POSTED
22784458,1231,POSTED
82030021,1232,POSTED
115485051,1233,POSTED
115485051,1234,POSTED
813286,1235,POSTED
116952434,1236,POSTED
115485051,1237,POSTED
783214,1238,POSTED
7872262,1239,POSTED
17224642,1240,POSTED
254839786,1241,POSTED
229039814,1242,POSTED
153226312,1243,POSTED
88323281,1244,POSTED
309366491,1245,POSTED
40981798,1246,POSTED
19358562,1247,POSTED
62581962,1248,POSTED
59804598,1249,POSTED
17224642,1250,POSTED
17224642,1251,POSTED
2367911,1252,POSTED
15853668,1253,POSTED
